fecha;indicativo;nombre;provincia;altitud;tmed;prec;tmin;horatmin;tmax;horatmax;dir;velmedia;racha;horaracha;sol;presMax;horaPresMax;presMin;horaPresMin;hrMedia;hrMax;horaHrMax;hrMin;horaHrMin,fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
1;12;45;59;05:30;31;15:00,,,,,,,,,,,,,,,,,,,,,,,,,
,2026-01-02,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"10,8","0,0","7,5",08:00,"14,1",13:00,28.0,"0,8","4,2",01:20,"1,8","1008,9",00,"1002,5",24,85.0,94.0,Varias,73.0,12:00
,2026-01-03,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"11,8","1,0","7,8",05:00,"15,9",13:00,1.0,"1,1","7,8",15:30,"2,0","1002,6",10,"999,4",15,83.0,96.0,07:00,67.0,13:00
,2026-01-04,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"10,3","3,2","8,9",23:59,"11,7",03:00,2.0,"3,1","7,5",12:40,"0,0","1002,4",23,"999,1",05,89.0,95.0,12:00,82.0,Varias
,2026-01-05,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"6,0",Ip,"3,1",22:30,"8,9",00:00,28.0,"1,4","5,3",23:40,"0,0","1006,6",24,"1002,2",00,65.0,94.0,00:00,42.0,15:40
,2026-01-06,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"6,6","0,0","2,1",02:10,"11,1",15:00,2.0,"3,1","11,7",10:30,"8,8","1012,8",24,"1006,1",04,46.0,65.0,02:00,34.0,21:30
,2026-01-07,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"6,7","0,0","1,0",07:00,"12,4",12:00,28.0,"1,9","8,6",22:40,"8,6","1018,2",24,"1012,6",01,50.0,61.0,21:20,33.0,11:40
,2026-01-08,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"13,3","0,0","8,4",08:00,"18,2",15:30,26.0,"1,4","9,2",20:20,"8,3","1019,7",10,"1014,4",22,58.0,71.0,18:40,36.0,20:50
,2026-01-09,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"14,6","0,0","9,1",23:40,"20,1",13:40,27.0,"3,3","13,3",04:10,"8,6","1014,8",00,"1009,3",14,40.0,71.0,07:40,20.0,Varias
,2026-01-10,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"12,8","0,0","9,3",01:30,"16,3",14:40,27.0,"2,5","9,7",09:20,"8,9","1019,1",10,"1014,7",00,38.0,55.0,00:40,26.0,12:50
,2026-01-11,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43.0,"11,2","0,0","6,0",07:30,"16,3",12:00,27.0,"2,2","6,1",01:00,"9,2","1020,2",10,"1017,5",01,57.0,76.0,23:40,35.0,11:30
,2026-01-12,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43,"11,0","0,0","6,4",05:10,"15,5",12:30,28,"1,4","5,3",03:50,"9,0","1018,9",00,"1013,9",24,74,90,23:40,62,11:30
,2026-01-13,8500A,CASTELLÓ - ALMASSORA,CASTELLON,43,"10,4",,"5,6",07:10,"15,1",12:20,28,"1,1","3,9",04:10,"7,8","1013,9",00,"1010,2",Varias,85,96,22:10,73,12:20
